,flow,date,height,sitecode
423,19.3,2020-11-08T00:15:00.000-07:00,4.55,07081200
424,19.3,2020-11-08T04:15:00.000-07:00,4.56,07081200
425,19.4,2020-11-08T08:15:00.000-07:00,4.55,07081200
426,19.3,2020-11-08T12:15:00.000-07:00,4.54,07081200
427,19.3,2020-11-08T16:15:00.000-07:00,4.54,07081200
428,19.3,2020-11-08T20:15:00.000-07:00,4.52,07081200
429,19.3,2020-11-09T00:15:00.000-07:00,4.52,07081200
430,19.3,2020-11-09T05:15:00.000-07:00,4.51,07081200
431,19.3,2020-11-09T09:15:00.000-07:00,4.51,07081200
432,19.3,2020-11-09T13:15:00.000-07:00,4.51,07081200
433,19.2,2020-11-09T17:15:00.000-07:00,4.52,07081200
434,19.2,2020-11-09T21:15:00.000-07:00,4.51,07081200
435,19.2,2020-11-10T01:15:00.000-07:00,4.49,07081200
436,19.2,2020-11-10T09:15:00.000-07:00,4.57,07081200
437,19.2,2020-11-10T13:15:00.000-07:00,4.51,07081200
438,19.2,2020-11-10T17:15:00.000-07:00,4.51,07081200
439,19.1,2020-11-10T21:15:00.000-07:00,4.50,07081200
440,19.1,2020-11-11T01:15:00.000-07:00,4.45,07081200
441,19.1,2020-11-11T05:15:00.000-07:00,4.63,07081200
442,19.1,2020-11-11T13:15:00.000-07:00,4.69,07081200
443,19.0,2020-11-11T17:15:00.000-07:00,4.56,07081200
444,19.0,2020-11-11T21:15:00.000-07:00,4.54,07081200
445,19.0,2020-11-12T01:15:00.000-07:00,4.60,07081200
446,19.0,2020-11-12T05:15:00.000-07:00,4.64,07081200
447,19.0,2020-11-12T09:15:00.000-07:00,4.63,07081200
448,19.0,2020-11-12T13:15:00.000-07:00,4.56,07081200
449,19.0,2020-11-12T17:15:00.000-07:00,4.51,07081200
450,19.0,2020-11-12T21:15:00.000-07:00,4.50,07081200
451,19.0,2020-11-13T01:15:00.000-07:00,4.58,07081200
452,19.0,2020-11-13T05:15:00.000-07:00,4.86,07081200
453,19.0,2020-11-13T13:15:00.000-07:00,4.70,07081200
454,19.0,2020-11-13T17:15:00.000-07:00,4.57,07081200
455,19.0,2020-11-13T21:15:00.000-07:00,4.57,07081200
456,19.0,2020-11-14T01:15:00.000-07:00,4.64,07081200
457,18.9,2020-11-14T05:15:00.000-07:00,4.49,07081200
458,18.9,2020-11-14T09:15:00.000-07:00,4.48,07081200
459,18.9,2020-11-14T13:15:00.000-07:00,4.49,07081200
460,18.9,2020-11-14T17:15:00.000-07:00,4.48,07081200
461,18.9,2020-11-14T21:15:00.000-07:00,4.46,07081200
462,18.9,2020-11-15T01:15:00.000-07:00,4.57,07081200
463,18.8,2020-11-15T05:15:00.000-07:00,4.84,07081200
464,18.8,2020-11-15T09:15:00.000-07:00,4.93,07081200
465,18.8,2020-11-15T17:15:00.000-07:00,4.56,07081200
466,18.8,2020-11-15T21:15:00.000-07:00,4.49,07081200
467,18.7,2020-11-16T01:15:00.000-07:00,4.46,07081200
468,18.7,2020-11-16T05:15:00.000-07:00,4.46,07081200
469,18.7,2020-11-16T09:15:00.000-07:00,4.46,07081200
470,18.7,2020-11-16T13:15:00.000-07:00,4.49,07081200
471,18.7,2020-11-16T17:15:00.000-07:00,4.50,07081200
472,18.7,2020-11-16T21:15:00.000-07:00,4.48,07081200
473,18.7,2020-11-17T01:15:00.000-07:00,4.50,07081200
474,18.7,2020-11-17T05:15:00.000-07:00,4.68,07081200
475,18.7,2020-11-17T09:15:00.000-07:00,4.82,07081200
476,18.7,2020-11-17T13:15:00.000-07:00,4.70,07081200
477,18.6,2020-11-17T17:15:00.000-07:00,4.51,07081200
478,18.6,2020-11-17T21:15:00.000-07:00,4.49,07081200
479,18.6,2020-11-18T01:15:00.000-07:00,4.49,07081200
480,18.6,2020-11-18T05:15:00.000-07:00,4.65,07081200
481,18.6,2020-11-18T13:15:00.000-07:00,4.55,07081200
482,18.6,2020-11-18T17:15:00.000-07:00,4.50,07081200
483,18.5,2020-11-18T21:15:00.000-07:00,4.50,07081200
484,18.5,2020-11-19T01:15:00.000-07:00,4.49,07081200
485,18.5,2020-11-19T05:15:00.000-07:00,4.48,07081200
486,18.5,2020-11-19T09:15:00.000-07:00,4.47,07081200
487,18.5,2020-11-19T13:15:00.000-07:00,4.49,07081200
488,18.5,2020-11-19T17:15:00.000-07:00,4.50,07081200
489,18.5,2020-11-19T21:15:00.000-07:00,4.49,07081200
490,18.5,2020-11-20T01:15:00.000-07:00,4.48,07081200
491,18.5,2020-11-20T05:15:00.000-07:00,4.53,07081200
492,18.5,2020-11-20T09:15:00.000-07:00,4.51,07081200
493,18.4,2020-11-20T13:15:00.000-07:00,4.52,07081200
494,18.4,2020-11-20T17:15:00.000-07:00,4.49,07081200
495,18.4,2020-11-20T21:15:00.000-07:00,4.48,07081200
496,18.4,2020-11-21T01:15:00.000-07:00,4.47,07081200
497,18.4,2020-11-21T05:15:00.000-07:00,4.47,07081200
498,18.4,2020-11-21T09:15:00.000-07:00,4.48,07081200
499,18.4,2020-11-21T13:15:00.000-07:00,4.46,07081200
500,18.4,2020-11-21T17:15:00.000-07:00,4.49,07081200
501,18.4,2020-11-21T21:15:00.000-07:00,4.49,07081200
502,18.4,2020-11-22T01:15:00.000-07:00,4.47,07081200
503,18.4,2020-11-22T05:15:00.000-07:00,4.52,07081200
504,18.4,2020-11-22T09:15:00.000-07:00,4.57,07081200
505,18.4,2020-11-22T13:15:00.000-07:00,4.61,07081200
506,18.4,2020-11-22T17:15:00.000-07:00,4.50,07081200
507,18.4,2020-11-22T21:15:00.000-07:00,4.48,07081200
508,18.4,2020-11-23T01:15:00.000-07:00,4.48,07081200
509,18.4,2020-11-23T05:15:00.000-07:00,4.47,07081200
510,18.4,2020-11-23T09:15:00.000-07:00,4.47,07081200
511,18.4,2020-11-23T13:15:00.000-07:00,4.48,07081200
512,18.4,2020-11-23T17:15:00.000-07:00,4.48,07081200
513,18.4,2020-11-23T21:15:00.000-07:00,4.48,07081200
514,18.4,2020-11-24T01:15:00.000-07:00,4.48,07081200
515,18.4,2020-11-24T05:15:00.000-07:00,4.49,07081200
516,18.4,2020-11-24T09:15:00.000-07:00,4.49,07081200
517,18.3,2020-11-24T13:15:00.000-07:00,4.50,07081200
518,18.3,2020-11-24T17:15:00.000-07:00,4.48,07081200
519,18.3,2020-11-24T21:15:00.000-07:00,4.48,07081200
520,18.3,2020-11-25T01:15:00.000-07:00,4.39,07081200
521,18.3,2020-11-25T05:15:00.000-07:00,4.49,07081200
522,18.1,2020-11-25T17:15:00.000-07:00,4.55,07081200
523,18.1,2020-11-25T21:15:00.000-07:00,4.54,07081200
524,18.0,2020-11-26T01:15:00.000-07:00,4.60,07081200
525,18.0,2020-11-26T05:15:00.000-07:00,4.82,07081200
526,17.7,2020-11-27T09:15:00.000-07:00,4.99,07081200
527,17.7,2020-11-27T13:15:00.000-07:00,4.76,07081200
528,17.6,2020-11-27T17:15:00.000-07:00,4.57,07081200
529,17.6,2020-11-27T21:15:00.000-07:00,4.60,07081200
530,17.5,2020-11-28T01:15:00.000-07:00,4.73,07081200
531,17.4,2020-11-28T09:15:00.000-07:00,5.46,07081200
532,17.4,2020-11-28T13:15:00.000-07:00,4.84,07081200
533,17.2,2020-11-29T01:15:00.000-07:00,4.68,07081200
534,17.2,2020-11-29T05:15:00.000-07:00,4.84,07081200
535,17.1,2020-11-29T09:15:00.000-07:00,5.12,07081200
536,17.1,2020-11-29T13:15:00.000-07:00,5.11,07081200
537,17.0,2020-11-29T21:15:00.000-07:00,4.58,07081200
538,16.9,2020-11-30T01:15:00.000-07:00,4.60,07081200
539,16.9,2020-11-30T05:15:00.000-07:00,4.75,07081200
540,16.9,2020-11-30T09:15:00.000-07:00,5.07,07081200
541,16.8,2020-11-30T13:15:00.000-07:00,4.60,07081200
542,16.7,2020-11-30T21:15:00.000-07:00,4.54,07081200
